date;Region;Regionsnummer;time_series
01.01.2022;Achensee;R1;6222
02.01.2022;Achensee;R1;4999
03.01.2022;Achensee;R1;5057
04.01.2022;Achensee;R1;4737
05.01.2022;Achensee;R1;5207
06.01.2022;Achensee;R1;5583
07.01.2022;Achensee;R1;4835
08.01.2022;Achensee;R1;3326
09.01.2022;Achensee;R1;1673
10.01.2022;Achensee;R1;1644
11.01.2022;Achensee;R1;1594
12.01.2022;Achensee;R1;1856
13.01.2022;Achensee;R1;2271
14.01.2022;Achensee;R1;3871
15.01.2022;Achensee;R1;4081
16.01.2022;Achensee;R1;1975
17.01.2022;Achensee;R1;1776
18.01.2022;Achensee;R1;1918
19.01.2022;Achensee;R1;1862
20.01.2022;Achensee;R1;2187
21.01.2022;Achensee;R1;3189
22.01.2022;Achensee;R1;3657
23.01.2022;Achensee;R1;2311
24.01.2022;Achensee;R1;1089
25.01.2022;Achensee;R1;2181
26.01.2022;Achensee;R1;2249
27.01.2022;Achensee;R1;2506
28.01.2022;Achensee;R1;3820
29.01.2022;Achensee;R1;3959
30.01.2022;Achensee;R1;2844
31.01.2022;Achensee;R1;2726
01.02.2022;Achensee;R1;3278
02.02.2022;Achensee;R1;3347
03.02.2022;Achensee;R1;3871
04.02.2022;Achensee;R1;5895
05.02.2022;Achensee;R1;5007
06.02.2022;Achensee;R1;2891
07.02.2022;Achensee;R1;2902
08.02.2022;Achensee;R1;3248
09.02.2022;Achensee;R1;2878
10.02.2022;Achensee;R1;3136
11.02.2022;Achensee;R1;5718
12.02.2022;Achensee;R1;6339
13.02.2022;Achensee;R1;3945
14.02.2022;Achensee;R1;3505
15.02.2022;Achensee;R1;3561
16.02.2022;Achensee;R1;3600
17.02.2022;Achensee;R1;4026
18.02.2022;Achensee;R1;5479
19.02.2022;Achensee;R1;5516
20.02.2022;Achensee;R1;4141
21.02.2022;Achensee;R1;4263
22.02.2022;Achensee;R1;4604
23.02.2022;Achensee;R1;4358
24.02.2022;Achensee;R1;4669
25.02.2022;Achensee;R1;6429
26.02.2022;Achensee;R1;7178
27.02.2022;Achensee;R1;6411
28.02.2022;Achensee;R1;6427
01.03.2022;Achensee;R1;5680
02.03.2022;Achensee;R1;5799
03.03.2022;Achensee;R1;6130
04.03.2022;Achensee;R1;6876
05.03.2022;Achensee;R1;5379
06.03.2022;Achensee;R1;2856
07.03.2022;Achensee;R1;2810
08.03.2022;Achensee;R1;2764
09.03.2022;Achensee;R1;2727
10.03.2022;Achensee;R1;3303
11.03.2022;Achensee;R1;4965
12.03.2022;Achensee;R1;4941
13.03.2022;Achensee;R1;2273
14.03.2022;Achensee;R1;2105
15.03.2022;Achensee;R1;2081
16.03.2022;Achensee;R1;2150
17.03.2022;Achensee;R1;2410
18.03.2022;Achensee;R1;3566
19.03.2022;Achensee;R1;3503
20.03.2022;Achensee;R1;1681
21.03.2022;Achensee;R1;1621
22.03.2022;Achensee;R1;1467
23.03.2022;Achensee;R1;1548
24.03.2022;Achensee;R1;1757
25.03.2022;Achensee;R1;2741
26.03.2022;Achensee;R1;2849
27.03.2022;Achensee;R1;1406
28.03.2022;Achensee;R1;1213
29.03.2022;Achensee;R1;1041
30.03.2022;Achensee;R1;955
31.03.2022;Achensee;R1;1259
01.04.2022;Achensee;R1;1401
02.04.2022;Achensee;R1;1556
03.04.2022;Achensee;R1;898
04.04.2022;Achensee;R1;767
05.04.2022;Achensee;R1;839
06.04.2022;Achensee;R1;829
07.04.2022;Achensee;R1;1008
08.04.2022;Achensee;R1;1598
09.04.2022;Achensee;R1;1968
10.04.2022;Achensee;R1;1766
11.04.2022;Achensee;R1;1957
12.04.2022;Achensee;R1;1969
13.04.2022;Achensee;R1;2303
14.04.2022;Achensee;R1;3001
15.04.2022;Achensee;R1;3816
16.04.2022;Achensee;R1;3825
17.04.2022;Achensee;R1;3879
18.04.2022;Achensee;R1;2379
19.04.2022;Achensee;R1;2384
20.04.2022;Achensee;R1;2332
21.04.2022;Achensee;R1;2525
22.04.2022;Achensee;R1;2577
23.04.2022;Achensee;R1;2085
24.04.2022;Achensee;R1;1334
25.04.2022;Achensee;R1;1249
26.04.2022;Achensee;R1;1319
27.04.2022;Achensee;R1;1398
28.04.2022;Achensee;R1;1745
29.04.2022;Achensee;R1;2021
30.04.2022;Achensee;R1;1727
01.05.2022;Achensee;R1;1338
02.05.2022;Achensee;R1;1446
03.05.2022;Achensee;R1;1454
04.05.2022;Achensee;R1;1426
05.05.2022;Achensee;R1;1658
06.05.2022;Achensee;R1;2397
07.05.2022;Achensee;R1;2494
08.05.2022;Achensee;R1;1660
09.05.2022;Achensee;R1;1686
10.05.2022;Achensee;R1;1781
11.05.2022;Achensee;R1;1974
12.05.2022;Achensee;R1;2177
13.05.2022;Achensee;R1;3018
14.05.2022;Achensee;R1;3693
15.05.2022;Achensee;R1;2128
16.05.2022;Achensee;R1;2211
17.05.2022;Achensee;R1;2200
18.05.2022;Achensee;R1;2351
19.05.2022;Achensee;R1;2829
20.05.2022;Achensee;R1;3838
21.05.2022;Achensee;R1;4588
22.05.2022;Achensee;R1;3053
23.05.2022;Achensee;R1;2761
24.05.2022;Achensee;R1;3057
25.05.2022;Achensee;R1;4655
26.05.2022;Achensee;R1;6278
27.05.2022;Achensee;R1;6275
28.05.2022;Achensee;R1;5338
29.05.2022;Achensee;R1;2760
30.05.2022;Achensee;R1;2988
31.05.2022;Achensee;R1;3104
01.06.2022;Achensee;R1;2888
02.06.2022;Achensee;R1;3523
03.06.2022;Achensee;R1;4946
04.06.2022;Achensee;R1;5852
05.06.2022;Achensee;R1;5513
06.06.2022;Achensee;R1;3926
07.06.2022;Achensee;R1;4167
08.06.2022;Achensee;R1;4064
09.06.2022;Achensee;R1;4434
10.06.2022;Achensee;R1;5332
11.06.2022;Achensee;R1;5936
12.06.2022;Achensee;R1;4534
13.06.2022;Achensee;R1;5111
14.06.2022;Achensee;R1;5330
15.06.2022;Achensee;R1;5812
16.06.2022;Achensee;R1;6824
17.06.2022;Achensee;R1;7066
18.06.2022;Achensee;R1;6793
19.06.2022;Achensee;R1;3841
20.06.2022;Achensee;R1;4863
21.06.2022;Achensee;R1;4594
22.06.2022;Achensee;R1;4650
23.06.2022;Achensee;R1;4908
24.06.2022;Achensee;R1;5605
25.06.2022;Achensee;R1;5937
26.06.2022;Achensee;R1;4574
27.06.2022;Achensee;R1;4578
28.06.2022;Achensee;R1;4671
29.06.2022;Achensee;R1;4761
30.06.2022;Achensee;R1;5150
01.07.2022;Achensee;R1;6454
02.07.2022;Achensee;R1;7180
03.07.2022;Achensee;R1;5012
04.07.2022;Achensee;R1;4615
05.07.2022;Achensee;R1;5148
06.07.2022;Achensee;R1;4917
07.07.2022;Achensee;R1;5193
08.07.2022;Achensee;R1;6203
09.07.2022;Achensee;R1;6076
10.07.2022;Achensee;R1;5083
11.07.2022;Achensee;R1;5448
12.07.2022;Achensee;R1;5885
13.07.2022;Achensee;R1;5893
14.07.2022;Achensee;R1;6205
15.07.2022;Achensee;R1;7070
16.07.2022;Achensee;R1;7399
17.07.2022;Achensee;R1;6305
18.07.2022;Achensee;R1;6943
19.07.2022;Achensee;R1;6792
20.07.2022;Achensee;R1;5831
21.07.2022;Achensee;R1;6018
22.07.2022;Achensee;R1;5955
23.07.2022;Achensee;R1;6501
24.07.2022;Achensee;R1;5455
25.07.2022;Achensee;R1;5798
26.07.2022;Achensee;R1;6295
27.07.2022;Achensee;R1;6382
28.07.2022;Achensee;R1;6316
29.07.2022;Achensee;R1;7824
30.07.2022;Achensee;R1;8896
31.07.2022;Achensee;R1;7846
01.08.2022;Achensee;R1;7338
02.08.2022;Achensee;R1;7607
03.08.2022;Achensee;R1;7434
04.08.2022;Achensee;R1;7258
05.08.2022;Achensee;R1;7045
06.08.2022;Achensee;R1;7208
07.08.2022;Achensee;R1;6979
08.08.2022;Achensee;R1;7484
09.08.2022;Achensee;R1;8033
10.08.2022;Achensee;R1;7258
11.08.2022;Achensee;R1;7477
12.08.2022;Achensee;R1;8041
13.08.2022;Achensee;R1;8071
14.08.2022;Achensee;R1;7091
15.08.2022;Achensee;R1;6779
16.08.2022;Achensee;R1;7134
17.08.2022;Achensee;R1;7092
18.08.2022;Achensee;R1;6403
19.08.2022;Achensee;R1;6209
20.08.2022;Achensee;R1;6820
21.08.2022;Achensee;R1;6273
22.08.2022;Achensee;R1;6469
23.08.2022;Achensee;R1;7912
24.08.2022;Achensee;R1;6887
25.08.2022;Achensee;R1;7177
26.08.2022;Achensee;R1;7074
27.08.2022;Achensee;R1;6453
28.08.2022;Achensee;R1;6033
29.08.2022;Achensee;R1;6023
30.08.2022;Achensee;R1;5637
31.08.2022;Achensee;R1;5922
01.09.2022;Achensee;R1;6158
02.09.2022;Achensee;R1;6802
03.09.2022;Achensee;R1;7560
04.09.2022;Achensee;R1;5829
05.09.2022;Achensee;R1;5710
06.09.2022;Achensee;R1;5610
07.09.2022;Achensee;R1;5110
08.09.2022;Achensee;R1;5128
09.09.2022;Achensee;R1;5487
10.09.2022;Achensee;R1;5436
11.09.2022;Achensee;R1;5304
12.09.2022;Achensee;R1;5562
13.09.2022;Achensee;R1;5517
14.09.2022;Achensee;R1;5204
15.09.2022;Achensee;R1;5386
16.09.2022;Achensee;R1;5250
17.09.2022;Achensee;R1;5126
18.09.2022;Achensee;R1;4369
19.09.2022;Achensee;R1;4528
20.09.2022;Achensee;R1;4802
21.09.2022;Achensee;R1;4982
22.09.2022;Achensee;R1;5196
23.09.2022;Achensee;R1;5134
24.09.2022;Achensee;R1;4805
25.09.2022;Achensee;R1;3650
26.09.2022;Achensee;R1;3804
27.09.2022;Achensee;R1;4232
28.09.2022;Achensee;R1;4001
29.09.2022;Achensee;R1;3840
30.09.2022;Achensee;R1;5001
01.10.2022;Achensee;R1;7018
02.10.2022;Achensee;R1;6700
03.10.2022;Achensee;R1;4745
04.10.2022;Achensee;R1;5136
05.10.2022;Achensee;R1;5104
06.10.2022;Achensee;R1;4598
07.10.2022;Achensee;R1;4915
08.10.2022;Achensee;R1;4845
09.10.2022;Achensee;R1;3172
10.10.2022;Achensee;R1;2939
11.10.2022;Achensee;R1;2880
12.10.2022;Achensee;R1;2997
13.10.2022;Achensee;R1;2923
14.10.2022;Achensee;R1;3508
15.10.2022;Achensee;R1;4723
16.10.2022;Achensee;R1;3011
17.10.2022;Achensee;R1;2874
18.10.2022;Achensee;R1;2781
19.10.2022;Achensee;R1;2714
20.10.2022;Achensee;R1;1372
21.10.2022;Achensee;R1;2852
22.10.2022;Achensee;R1;3809
23.10.2022;Achensee;R1;2454
24.10.2022;Achensee;R1;2336
25.10.2022;Achensee;R1;2252
26.10.2022;Achensee;R1;2519
27.10.2022;Achensee;R1;2832
28.10.2022;Achensee;R1;4151
29.10.2022;Achensee;R1;4961
30.10.2022;Achensee;R1;3914
31.10.2022;Achensee;R1;3192
01.11.2022;Achensee;R1;2171
02.11.2022;Achensee;R1;2168
03.11.2022;Achensee;R1;2066
04.11.2022;Achensee;R1;2034
05.11.2022;Achensee;R1;1936
06.11.2022;Achensee;R1;969
07.11.2022;Achensee;R1;931
08.11.2022;Achensee;R1;920
09.11.2022;Achensee;R1;946
10.11.2022;Achensee;R1;1048
11.11.2022;Achensee;R1;1674
12.11.2022;Achensee;R1;1893
13.11.2022;Achensee;R1;919
14.11.2022;Achensee;R1;890
15.11.2022;Achensee;R1;870
16.11.2022;Achensee;R1;940
17.11.2022;Achensee;R1;1217
18.11.2022;Achensee;R1;1855
19.11.2022;Achensee;R1;1501
20.11.2022;Achensee;R1;933
21.11.2022;Achensee;R1;910
22.11.2022;Achensee;R1;775
23.11.2022;Achensee;R1;913
24.11.2022;Achensee;R1;1038
25.11.2022;Achensee;R1;1577
26.11.2022;Achensee;R1;1930
27.11.2022;Achensee;R1;1030
28.11.2022;Achensee;R1;923
29.11.2022;Achensee;R1;928
30.11.2022;Achensee;R1;1041
01.12.2022;Achensee;R1;1033
02.12.2022;Achensee;R1;1502
03.12.2022;Achensee;R1;1602
04.12.2022;Achensee;R1;922
05.12.2022;Achensee;R1;873
06.12.2022;Achensee;R1;877
07.12.2022;Achensee;R1;875
08.12.2022;Achensee;R1;1053
09.12.2022;Achensee;R1;1403
10.12.2022;Achensee;R1;1551
11.12.2022;Achensee;R1;1061
12.12.2022;Achensee;R1;1012
13.12.2022;Achensee;R1;945
14.12.2022;Achensee;R1;989
15.12.2022;Achensee;R1;1201
16.12.2022;Achensee;R1;2318
17.12.2022;Achensee;R1;2555
18.12.2022;Achensee;R1;1620
19.12.2022;Achensee;R1;1669
20.12.2022;Achensee;R1;1757
21.12.2022;Achensee;R1;1906
22.12.2022;Achensee;R1;2434
23.12.2022;Achensee;R1;3331
24.12.2022;Achensee;R1;4111
25.12.2022;Achensee;R1;4797
26.12.2022;Achensee;R1;5609
27.12.2022;Achensee;R1;6725
28.12.2022;Achensee;R1;7081
29.12.2022;Achensee;R1;7562
30.12.2022;Achensee;R1;7471
31.12.2022;Achensee;R1;7341
01.01.2023;Achensee;R1;7286
02.01.2023;Achensee;R1;7221
03.01.2023;Achensee;R1;7322
04.01.2023;Achensee;R1;6957
05.01.2023;Achensee;R1;7033
06.01.2023;Achensee;R1;6440
07.01.2023;Achensee;R1;4489
08.01.2023;Achensee;R1;2638
09.01.2023;Achensee;R1;2593
10.01.2023;Achensee;R1;2484
11.01.2023;Achensee;R1;2666
12.01.2023;Achensee;R1;2983
13.01.2023;Achensee;R1;4163
14.01.2023;Achensee;R1;4103
15.01.2023;Achensee;R1;2697
16.01.2023;Achensee;R1;2722
17.01.2023;Achensee;R1;2650
18.01.2023;Achensee;R1;2608
19.01.2023;Achensee;R1;3056
20.01.2023;Achensee;R1;4256
21.01.2023;Achensee;R1;4773
22.01.2023;Achensee;R1;3128
23.01.2023;Achensee;R1;3101
24.01.2023;Achensee;R1;3120
25.01.2023;Achensee;R1;3064
26.01.2023;Achensee;R1;3612
27.01.2023;Achensee;R1;5355
28.01.2023;Achensee;R1;6141
29.01.2023;Achensee;R1;3894
30.01.2023;Achensee;R1;3881
31.01.2023;Achensee;R1;3761
01.02.2023;Achensee;R1;3824
02.02.2023;Achensee;R1;4390
03.02.2023;Achensee;R1;5657
04.02.2023;Achensee;R1;5653
05.02.2023;Achensee;R1;3833
06.02.2023;Achensee;R1;3900
07.02.2023;Achensee;R1;4082
08.02.2023;Achensee;R1;4245
09.02.2023;Achensee;R1;4636
10.02.2023;Achensee;R1;6422
11.02.2023;Achensee;R1;7041
12.02.2023;Achensee;R1;5043
13.02.2023;Achensee;R1;5009
14.02.2023;Achensee;R1;4937
15.02.2023;Achensee;R1;4867
16.02.2023;Achensee;R1;5129
17.02.2023;Achensee;R1;7734
18.02.2023;Achensee;R1;7197
19.02.2023;Achensee;R1;7230
20.02.2023;Achensee;R1;7416
21.02.2023;Achensee;R1;6906
22.02.2023;Achensee;R1;6752
23.02.2023;Achensee;R1;7174
24.02.2023;Achensee;R1;7737
25.02.2023;Achensee;R1;6417
26.02.2023;Achensee;R1;4653
27.02.2023;Achensee;R1;4723
28.02.2023;Achensee;R1;4680
01.03.2023;Achensee;R1;4233
02.03.2023;Achensee;R1;4270
03.03.2023;Achensee;R1;5609
04.03.2023;Achensee;R1;4528
05.03.2023;Achensee;R1;2899
06.03.2023;Achensee;R1;2849
07.03.2023;Achensee;R1;2697
08.03.2023;Achensee;R1;2600
09.03.2023;Achensee;R1;2820
10.03.2023;Achensee;R1;3847
11.03.2023;Achensee;R1;3840
12.03.2023;Achensee;R1;2051
13.03.2023;Achensee;R1;1898
14.03.2023;Achensee;R1;1936
15.03.2023;Achensee;R1;1997
16.03.2023;Achensee;R1;2390
17.03.2023;Achensee;R1;3565
18.03.2023;Achensee;R1;3288
19.03.2023;Achensee;R1;1682
20.03.2023;Achensee;R1;1529
21.03.2023;Achensee;R1;1449
22.03.2023;Achensee;R1;1404
23.03.2023;Achensee;R1;1583
24.03.2023;Achensee;R1;2301
25.03.2023;Achensee;R1;2164
26.03.2023;Achensee;R1;1135
27.03.2023;Achensee;R1;1026
28.03.2023;Achensee;R1;1004
29.03.2023;Achensee;R1;973
30.03.2023;Achensee;R1;1134
31.03.2023;Achensee;R1;1675
01.04.2023;Achensee;R1;2190
02.04.2023;Achensee;R1;1844
03.04.2023;Achensee;R1;1970
04.04.2023;Achensee;R1;1924
05.04.2023;Achensee;R1;2083
06.04.2023;Achensee;R1;2761
07.04.2023;Achensee;R1;3704
08.04.2023;Achensee;R1;3903
09.04.2023;Achensee;R1;3893
10.04.2023;Achensee;R1;2372
11.04.2023;Achensee;R1;2312
12.04.2023;Achensee;R1;2308
13.04.2023;Achensee;R1;2105
14.04.2023;Achensee;R1;1941
15.04.2023;Achensee;R1;1610
16.04.2023;Achensee;R1;960
17.04.2023;Achensee;R1;916
18.04.2023;Achensee;R1;964
19.04.2023;Achensee;R1;1231
20.04.2023;Achensee;R1;1314
21.04.2023;Achensee;R1;1753
22.04.2023;Achensee;R1;1669
23.04.2023;Achensee;R1;1215
24.04.2023;Achensee;R1;1139
25.04.2023;Achensee;R1;1207
26.04.2023;Achensee;R1;991
27.04.2023;Achensee;R1;1143
28.04.2023;Achensee;R1;2197
29.04.2023;Achensee;R1;2878
30.04.2023;Achensee;R1;2200
01.05.2023;Achensee;R1;1375
02.05.2023;Achensee;R1;1131
03.05.2023;Achensee;R1;1757
04.05.2023;Achensee;R1;1944
05.05.2023;Achensee;R1;2383
06.05.2023;Achensee;R1;2493
07.05.2023;Achensee;R1;1796
08.05.2023;Achensee;R1;1792
09.05.2023;Achensee;R1;1621
10.05.2023;Achensee;R1;1703
11.05.2023;Achensee;R1;1995
12.05.2023;Achensee;R1;2535
13.05.2023;Achensee;R1;2762
14.05.2023;Achensee;R1;2118
15.05.2023;Achensee;R1;2227
16.05.2023;Achensee;R1;2469
17.05.2023;Achensee;R1;3497
18.05.2023;Achensee;R1;5308
19.05.2023;Achensee;R1;6002
20.05.2023;Achensee;R1;5589
21.05.2023;Achensee;R1;2956
22.05.2023;Achensee;R1;2902
23.05.2023;Achensee;R1;2888
24.05.2023;Achensee;R1;3017
25.05.2023;Achensee;R1;3330
26.05.2023;Achensee;R1;4481
27.05.2023;Achensee;R1;5941
28.05.2023;Achensee;R1;5675
29.05.2023;Achensee;R1;4147
30.05.2023;Achensee;R1;4082
31.05.2023;Achensee;R1;4156
01.06.2023;Achensee;R1;4364
02.06.2023;Achensee;R1;4803
03.06.2023;Achensee;R1;4643
04.06.2023;Achensee;R1;4217
05.06.2023;Achensee;R1;4568
06.06.2023;Achensee;R1;4552
07.06.2023;Achensee;R1;5072
08.06.2023;Achensee;R1;5885
09.06.2023;Achensee;R1;5960
10.06.2023;Achensee;R1;5295
11.06.2023;Achensee;R1;3477
12.06.2023;Achensee;R1;3773
13.06.2023;Achensee;R1;3665
14.06.2023;Achensee;R1;3927
15.06.2023;Achensee;R1;4385
16.06.2023;Achensee;R1;5062
17.06.2023;Achensee;R1;5422
18.06.2023;Achensee;R1;4221
19.06.2023;Achensee;R1;4370
20.06.2023;Achensee;R1;4953
21.06.2023;Achensee;R1;4731
22.06.2023;Achensee;R1;4928
23.06.2023;Achensee;R1;5707
24.06.2023;Achensee;R1;6416
25.06.2023;Achensee;R1;5187
26.06.2023;Achensee;R1;5412
27.06.2023;Achensee;R1;5150
28.06.2023;Achensee;R1;5044
29.06.2023;Achensee;R1;5076
30.06.2023;Achensee;R1;5448
01.07.2023;Achensee;R1;5714
02.07.2023;Achensee;R1;5127
03.07.2023;Achensee;R1;5133
04.07.2023;Achensee;R1;4997
05.07.2023;Achensee;R1;5090
06.07.2023;Achensee;R1;5383
07.07.2023;Achensee;R1;6715
08.07.2023;Achensee;R1;6816
09.07.2023;Achensee;R1;5387
10.07.2023;Achensee;R1;5799
11.07.2023;Achensee;R1;6170
12.07.2023;Achensee;R1;5261
13.07.2023;Achensee;R1;5693
14.07.2023;Achensee;R1;6483
15.07.2023;Achensee;R1;6797
16.07.2023;Achensee;R1;5589
17.07.2023;Achensee;R1;6234
18.07.2023;Achensee;R1;6138
19.07.2023;Achensee;R1;6336
20.07.2023;Achensee;R1;6289
21.07.2023;Achensee;R1;6615
22.07.2023;Achensee;R1;7219
23.07.2023;Achensee;R1;6646
24.07.2023;Achensee;R1;6425
25.07.2023;Achensee;R1;6289
26.07.2023;Achensee;R1;6286
27.07.2023;Achensee;R1;6507
28.07.2023;Achensee;R1;6587
29.07.2023;Achensee;R1;6589
30.07.2023;Achensee;R1;6399
31.07.2023;Achensee;R1;6407
01.08.2023;Achensee;R1;6759
02.08.2023;Achensee;R1;7109
03.08.2023;Achensee;R1;6036
04.08.2023;Achensee;R1;5870
05.08.2023;Achensee;R1;6236
06.08.2023;Achensee;R1;6192
07.08.2023;Achensee;R1;6916
08.08.2023;Achensee;R1;7074
09.08.2023;Achensee;R1;7156
10.08.2023;Achensee;R1;7421
11.08.2023;Achensee;R1;7925
12.08.2023;Achensee;R1;8021
13.08.2023;Achensee;R1;7311
14.08.2023;Achensee;R1;7513
15.08.2023;Achensee;R1;6929
16.08.2023;Achensee;R1;6977
17.08.2023;Achensee;R1;7149
18.08.2023;Achensee;R1;7344
19.08.2023;Achensee;R1;7544
20.08.2023;Achensee;R1;6498
21.08.2023;Achensee;R1;6818
22.08.2023;Achensee;R1;6849
23.08.2023;Achensee;R1;6728
24.08.2023;Achensee;R1;6600
25.08.2023;Achensee;R1;6335
26.08.2023;Achensee;R1;5812
27.08.2023;Achensee;R1;4843
28.08.2023;Achensee;R1;4965
29.08.2023;Achensee;R1;5179
30.08.2023;Achensee;R1;5252
31.08.2023;Achensee;R1;5722
01.09.2023;Achensee;R1;5927
02.09.2023;Achensee;R1;5940
03.09.2023;Achensee;R1;5018
04.09.2023;Achensee;R1;5320
05.09.2023;Achensee;R1;5388
06.09.2023;Achensee;R1;5263
07.09.2023;Achensee;R1;5544
08.09.2023;Achensee;R1;6191
09.09.2023;Achensee;R1;6338
10.09.2023;Achensee;R1;5059
11.09.2023;Achensee;R1;4877
12.09.2023;Achensee;R1;4355
13.09.2023;Achensee;R1;4257
14.09.2023;Achensee;R1;4793
15.09.2023;Achensee;R1;5470
16.09.2023;Achensee;R1;5604
17.09.2023;Achensee;R1;4463
18.09.2023;Achensee;R1;4389
19.09.2023;Achensee;R1;4519
20.09.2023;Achensee;R1;4077
21.09.2023;Achensee;R1;4208
22.09.2023;Achensee;R1;4127
23.09.2023;Achensee;R1;4467
24.09.2023;Achensee;R1;3760
25.09.2023;Achensee;R1;4034
26.09.2023;Achensee;R1;4401
27.09.2023;Achensee;R1;4528
28.09.2023;Achensee;R1;4518
29.09.2023;Achensee;R1;5838
30.09.2023;Achensee;R1;6886
01.10.2023;Achensee;R1;6894
02.10.2023;Achensee;R1;6829
03.10.2023;Achensee;R1;4531
04.10.2023;Achensee;R1;4477
05.10.2023;Achensee;R1;4643
06.10.2023;Achensee;R1;5406
07.10.2023;Achensee;R1;5030
08.10.2023;Achensee;R1;3283
09.10.2023;Achensee;R1;3639
10.10.2023;Achensee;R1;3512
11.10.2023;Achensee;R1;3434
12.10.2023;Achensee;R1;3810
13.10.2023;Achensee;R1;4137
14.10.2023;Achensee;R1;3550
15.10.2023;Achensee;R1;2339
16.10.2023;Achensee;R1;2392
17.10.2023;Achensee;R1;2411
18.10.2023;Achensee;R1;2513
19.10.2023;Achensee;R1;2896
20.10.2023;Achensee;R1;3384
21.10.2023;Achensee;R1;3716
22.10.2023;Achensee;R1;2583
23.10.2023;Achensee;R1;2329
24.10.2023;Achensee;R1;2392
25.10.2023;Achensee;R1;2254
26.10.2023;Achensee;R1;2547
27.10.2023;Achensee;R1;3355
28.10.2023;Achensee;R1;4324
29.10.2023;Achensee;R1;3357
30.10.2023;Achensee;R1;3029
31.10.2023;Achensee;R1;3384
01.11.2023;Achensee;R1;2534
02.11.2023;Achensee;R1;2584
03.11.2023;Achensee;R1;2814
04.11.2023;Achensee;R1;2402
05.11.2023;Achensee;R1;1157
06.11.2023;Achensee;R1;1044
07.11.2023;Achensee;R1;1059
08.11.2023;Achensee;R1;944
09.11.2023;Achensee;R1;1069
10.11.2023;Achensee;R1;1561
11.11.2023;Achensee;R1;1638
12.11.2023;Achensee;R1;897
13.11.2023;Achensee;R1;838
14.11.2023;Achensee;R1;864
15.11.2023;Achensee;R1;979
16.11.2023;Achensee;R1;1143
17.11.2023;Achensee;R1;1445
18.11.2023;Achensee;R1;1563
19.11.2023;Achensee;R1;911
20.11.2023;Achensee;R1;851
21.11.2023;Achensee;R1;840
22.11.2023;Achensee;R1;793
23.11.2023;Achensee;R1;941
24.11.2023;Achensee;R1;1308
25.11.2023;Achensee;R1;1461
26.11.2023;Achensee;R1;806
27.11.2023;Achensee;R1;763
28.11.2023;Achensee;R1;805
29.11.2023;Achensee;R1;808
30.11.2023;Achensee;R1;1718
01.12.2023;Achensee;R1;2027
02.12.2023;Achensee;R1;1921
03.12.2023;Achensee;R1;1446
04.12.2023;Achensee;R1;1243
05.12.2023;Achensee;R1;1288
06.12.2023;Achensee;R1;1375
07.12.2023;Achensee;R1;1596
08.12.2023;Achensee;R1;2146
09.12.2023;Achensee;R1;2259
10.12.2023;Achensee;R1;1478
11.12.2023;Achensee;R1;1414
12.12.2023;Achensee;R1;1377
13.12.2023;Achensee;R1;1456
14.12.2023;Achensee;R1;1257
15.12.2023;Achensee;R1;2069
16.12.2023;Achensee;R1;2273
17.12.2023;Achensee;R1;1466
18.12.2023;Achensee;R1;1464
19.12.2023;Achensee;R1;1397
20.12.2023;Achensee;R1;1477
21.12.2023;Achensee;R1;1838
22.12.2023;Achensee;R1;2582
23.12.2023;Achensee;R1;3423
24.12.2023;Achensee;R1;3893
25.12.2023;Achensee;R1;4339
26.12.2023;Achensee;R1;4818
27.12.2023;Achensee;R1;5404
28.12.2023;Achensee;R1;5846
29.12.2023;Achensee;R1;6980
30.12.2023;Achensee;R1;6329
31.12.2023;Achensee;R1;6013
01.01.2024;Achensee;R1;7531
02.01.2024;Achensee;R1;7349
03.01.2024;Achensee;R1;7157
04.01.2024;Achensee;R1;6825
05.01.2024;Achensee;R1;5905
06.01.2024;Achensee;R1;4374
07.01.2024;Achensee;R1;3006
08.01.2024;Achensee;R1;2692
09.01.2024;Achensee;R1;2797
10.01.2024;Achensee;R1;3086
11.01.2024;Achensee;R1;3439
12.01.2024;Achensee;R1;4770
13.01.2024;Achensee;R1;4794
14.01.2024;Achensee;R1;2491
15.01.2024;Achensee;R1;2644
16.01.2024;Achensee;R1;2547
17.01.2024;Achensee;R1;2464
18.01.2024;Achensee;R1;2946
19.01.2024;Achensee;R1;4805
20.01.2024;Achensee;R1;4876
21.01.2024;Achensee;R1;2931
22.01.2024;Achensee;R1;2822
23.01.2024;Achensee;R1;2992
24.01.2024;Achensee;R1;3027
25.01.2024;Achensee;R1;3479
26.01.2024;Achensee;R1;4670
27.01.2024;Achensee;R1;4935
28.01.2024;Achensee;R1;3095
29.01.2024;Achensee;R1;2988
30.01.2024;Achensee;R1;3001
31.01.2024;Achensee;R1;3098
01.02.2024;Achensee;R1;3798
02.02.2024;Achensee;R1;5473
03.02.2024;Achensee;R1;6370
04.02.2024;Achensee;R1;4864
05.02.2024;Achensee;R1;4777
06.02.2024;Achensee;R1;4787
07.02.2024;Achensee;R1;4716
08.02.2024;Achensee;R1;5091
09.02.2024;Achensee;R1;7110
10.02.2024;Achensee;R1;6128
11.02.2024;Achensee;R1;6297
12.02.2024;Achensee;R1;6753
13.02.2024;Achensee;R1;6443
14.02.2024;Achensee;R1;6707
15.02.2024;Achensee;R1;6859
16.02.2024;Achensee;R1;7710
17.02.2024;Achensee;R1;6561
18.02.2024;Achensee;R1;5000
