date;Region;Regionsnummer;time_series
21.04.2024;Fuschlsee;R16;390
22.04.2024;Fuschlsee;R16;410
23.04.2024;Fuschlsee;R16;442
24.04.2024;Fuschlsee;R16;429
25.04.2024;Fuschlsee;R16;495
26.04.2024;Fuschlsee;R16;568
27.04.2024;Fuschlsee;R16;640
28.04.2024;Fuschlsee;R16;524
29.04.2024;Fuschlsee;R16;636
30.04.2024;Fuschlsee;R16;548
01.05.2024;Fuschlsee;R16;1038
02.05.2024;Fuschlsee;R16;958
03.05.2024;Fuschlsee;R16;899
04.05.2024;Fuschlsee;R16;927
05.05.2024;Fuschlsee;R16;922
06.05.2024;Fuschlsee;R16;939
07.05.2024;Fuschlsee;R16;891
08.05.2024;Fuschlsee;R16;873
09.05.2024;Fuschlsee;R16;1018
10.05.2024;Fuschlsee;R16;1141
11.05.2024;Fuschlsee;R16;1162
12.05.2024;Fuschlsee;R16;808
13.05.2024;Fuschlsee;R16;924
14.05.2024;Fuschlsee;R16;959
15.05.2024;Fuschlsee;R16;1001
16.05.2024;Fuschlsee;R16;997
17.05.2024;Fuschlsee;R16;1046
18.05.2024;Fuschlsee;R16;1119
19.05.2024;Fuschlsee;R16;1063
20.05.2024;Fuschlsee;R16;1049
21.05.2024;Fuschlsee;R16;1031
22.05.2024;Fuschlsee;R16;1124
23.05.2024;Fuschlsee;R16;1118
24.05.2024;Fuschlsee;R16;1190
25.05.2024;Fuschlsee;R16;1362
26.05.2024;Fuschlsee;R16;1060
27.05.2024;Fuschlsee;R16;1162
28.05.2024;Fuschlsee;R16;1279
29.05.2024;Fuschlsee;R16;1070
30.05.2024;Fuschlsee;R16;1203
31.05.2024;Fuschlsee;R16;1497
01.06.2024;Fuschlsee;R16;1533
02.06.2024;Fuschlsee;R16;1107
03.06.2024;Fuschlsee;R16;1247
04.06.2024;Fuschlsee;R16;1186
05.06.2024;Fuschlsee;R16;1271
06.06.2024;Fuschlsee;R16;1349
07.06.2024;Fuschlsee;R16;1378
08.06.2024;Fuschlsee;R16;1329
09.06.2024;Fuschlsee;R16;1167
10.06.2024;Fuschlsee;R16;1128
11.06.2024;Fuschlsee;R16;1188
12.06.2024;Fuschlsee;R16;1319
13.06.2024;Fuschlsee;R16;1322
14.06.2024;Fuschlsee;R16;1332
15.06.2024;Fuschlsee;R16;1353
16.06.2024;Fuschlsee;R16;1283
17.06.2024;Fuschlsee;R16;1351
18.06.2024;Fuschlsee;R16;1483
19.06.2024;Fuschlsee;R16;1450
20.06.2024;Fuschlsee;R16;1420
21.06.2024;Fuschlsee;R16;1353
22.06.2024;Fuschlsee;R16;1435
23.06.2024;Fuschlsee;R16;1229
24.06.2024;Fuschlsee;R16;1395
25.06.2024;Fuschlsee;R16;1466
26.06.2024;Fuschlsee;R16;1585
27.06.2024;Fuschlsee;R16;1502
28.06.2024;Fuschlsee;R16;1539
29.06.2024;Fuschlsee;R16;1573
30.06.2024;Fuschlsee;R16;1460
01.07.2024;Fuschlsee;R16;1300
02.07.2024;Fuschlsee;R16;1508
03.07.2024;Fuschlsee;R16;4955
04.07.2024;Fuschlsee;R16;9354
05.07.2024;Fuschlsee;R16;10100
06.07.2024;Fuschlsee;R16;7543
07.07.2024;Fuschlsee;R16;1021
08.07.2024;Fuschlsee;R16;1002
09.07.2024;Fuschlsee;R16;1041
10.07.2024;Fuschlsee;R16;1004
11.07.2024;Fuschlsee;R16;1033
12.07.2024;Fuschlsee;R16;959
13.07.2024;Fuschlsee;R16;1003
14.07.2024;Fuschlsee;R16;991
15.07.2024;Fuschlsee;R16;1036
16.07.2024;Fuschlsee;R16;1050
17.07.2024;Fuschlsee;R16;1064
18.07.2024;Fuschlsee;R16;1128
19.07.2024;Fuschlsee;R16;1035
20.07.2024;Fuschlsee;R16;1097
21.07.2024;Fuschlsee;R16;1048
22.07.2024;Fuschlsee;R16;1123
23.07.2024;Fuschlsee;R16;1242
24.07.2024;Fuschlsee;R16;1135
25.07.2024;Fuschlsee;R16;1197
26.07.2024;Fuschlsee;R16;1291
27.07.2024;Fuschlsee;R16;1203
28.07.2024;Fuschlsee;R16;1150
29.07.2024;Fuschlsee;R16;1222
30.07.2024;Fuschlsee;R16;1228
31.07.2024;Fuschlsee;R16;1270
01.08.2024;Fuschlsee;R16;2473
02.08.2024;Fuschlsee;R16;2338
03.08.2024;Fuschlsee;R16;2196
04.08.2024;Fuschlsee;R16;2326
05.08.2024;Fuschlsee;R16;2504
06.08.2024;Fuschlsee;R16;2627
07.08.2024;Fuschlsee;R16;2428
08.08.2024;Fuschlsee;R16;2513
09.08.2024;Fuschlsee;R16;2303
10.08.2024;Fuschlsee;R16;2420
11.08.2024;Fuschlsee;R16;2344
12.08.2024;Fuschlsee;R16;2488
13.08.2024;Fuschlsee;R16;2319
14.08.2024;Fuschlsee;R16;2092
15.08.2024;Fuschlsee;R16;2090
16.08.2024;Fuschlsee;R16;2011
17.08.2024;Fuschlsee;R16;2054
18.08.2024;Fuschlsee;R16;1906
19.08.2024;Fuschlsee;R16;2007
20.08.2024;Fuschlsee;R16;2117
21.08.2024;Fuschlsee;R16;2166
22.08.2024;Fuschlsee;R16;2141
23.08.2024;Fuschlsee;R16;2236
24.08.2024;Fuschlsee;R16;2271
25.08.2024;Fuschlsee;R16;1637
26.08.2024;Fuschlsee;R16;1801
27.08.2024;Fuschlsee;R16;1967
28.08.2024;Fuschlsee;R16;1884
29.08.2024;Fuschlsee;R16;1864
30.08.2024;Fuschlsee;R16;2028
31.08.2024;Fuschlsee;R16;1864
01.09.2024;Fuschlsee;R16;1425
02.09.2024;Fuschlsee;R16;1409
03.09.2024;Fuschlsee;R16;1459
04.09.2024;Fuschlsee;R16;1474
05.09.2024;Fuschlsee;R16;1435
06.09.2024;Fuschlsee;R16;1517
07.09.2024;Fuschlsee;R16;1584
08.09.2024;Fuschlsee;R16;1489
09.09.2024;Fuschlsee;R16;1507
10.09.2024;Fuschlsee;R16;1404
11.09.2024;Fuschlsee;R16;1474
12.09.2024;Fuschlsee;R16;1271
13.09.2024;Fuschlsee;R16;1100
14.09.2024;Fuschlsee;R16;1073
15.09.2024;Fuschlsee;R16;1050
16.09.2024;Fuschlsee;R16;1086
17.09.2024;Fuschlsee;R16;1233
18.09.2024;Fuschlsee;R16;1279
19.09.2024;Fuschlsee;R16;1526
20.09.2024;Fuschlsee;R16;1608
21.09.2024;Fuschlsee;R16;1730
22.09.2024;Fuschlsee;R16;1211
23.09.2024;Fuschlsee;R16;1274
24.09.2024;Fuschlsee;R16;1330
25.09.2024;Fuschlsee;R16;1380
26.09.2024;Fuschlsee;R16;1329
27.09.2024;Fuschlsee;R16;1206
28.09.2024;Fuschlsee;R16;1328
29.09.2024;Fuschlsee;R16;1286
30.09.2024;Fuschlsee;R16;1362
01.10.2024;Fuschlsee;R16;977
02.10.2024;Fuschlsee;R16;1114
03.10.2024;Fuschlsee;R16;1184
04.10.2024;Fuschlsee;R16;1104
05.10.2024;Fuschlsee;R16;1032
06.10.2024;Fuschlsee;R16;832
07.10.2024;Fuschlsee;R16;883
08.10.2024;Fuschlsee;R16;1059
09.10.2024;Fuschlsee;R16;841
10.10.2024;Fuschlsee;R16;841
11.10.2024;Fuschlsee;R16;826
12.10.2024;Fuschlsee;R16;796
13.10.2024;Fuschlsee;R16;739
14.10.2024;Fuschlsee;R16;783
15.10.2024;Fuschlsee;R16;878
16.10.2024;Fuschlsee;R16;881
17.10.2024;Fuschlsee;R16;898
18.10.2024;Fuschlsee;R16;989
19.10.2024;Fuschlsee;R16;1053
20.10.2024;Fuschlsee;R16;763
21.10.2024;Fuschlsee;R16;817
22.10.2024;Fuschlsee;R16;678
23.10.2024;Fuschlsee;R16;743
24.10.2024;Fuschlsee;R16;719
25.10.2024;Fuschlsee;R16;730
26.10.2024;Fuschlsee;R16;1071
27.10.2024;Fuschlsee;R16;713
28.10.2024;Fuschlsee;R16;704
29.10.2024;Fuschlsee;R16;738
30.10.2024;Fuschlsee;R16;634
31.10.2024;Fuschlsee;R16;711
01.11.2024;Fuschlsee;R16;592
02.11.2024;Fuschlsee;R16;544
03.11.2024;Fuschlsee;R16;457
04.11.2024;Fuschlsee;R16;485
05.11.2024;Fuschlsee;R16;472
06.11.2024;Fuschlsee;R16;513
07.11.2024;Fuschlsee;R16;531
08.11.2024;Fuschlsee;R16;423
09.11.2024;Fuschlsee;R16;355
10.11.2024;Fuschlsee;R16;458
11.11.2024;Fuschlsee;R16;498
12.11.2024;Fuschlsee;R16;522
13.11.2024;Fuschlsee;R16;522
14.11.2024;Fuschlsee;R16;475
15.11.2024;Fuschlsee;R16;478
16.11.2024;Fuschlsee;R16;504
17.11.2024;Fuschlsee;R16;414
18.11.2024;Fuschlsee;R16;468
19.11.2024;Fuschlsee;R16;428
20.11.2024;Fuschlsee;R16;418
21.11.2024;Fuschlsee;R16;457
22.11.2024;Fuschlsee;R16;481
23.11.2024;Fuschlsee;R16;535
24.11.2024;Fuschlsee;R16;424
25.11.2024;Fuschlsee;R16;476
26.11.2024;Fuschlsee;R16;530
27.11.2024;Fuschlsee;R16;568
28.11.2024;Fuschlsee;R16;622
29.11.2024;Fuschlsee;R16;664
30.11.2024;Fuschlsee;R16;539
01.12.2024;Fuschlsee;R16;638
02.12.2024;Fuschlsee;R16;644
03.12.2024;Fuschlsee;R16;671
04.12.2024;Fuschlsee;R16;701
05.12.2024;Fuschlsee;R16;696
06.12.2024;Fuschlsee;R16;739
07.12.2024;Fuschlsee;R16;892
08.12.2024;Fuschlsee;R16;593
09.12.2024;Fuschlsee;R16;652
10.12.2024;Fuschlsee;R16;712
11.12.2024;Fuschlsee;R16;697
12.12.2024;Fuschlsee;R16;714
13.12.2024;Fuschlsee;R16;698
14.12.2024;Fuschlsee;R16;676
15.12.2024;Fuschlsee;R16;595
16.12.2024;Fuschlsee;R16;584
17.12.2024;Fuschlsee;R16;572
18.12.2024;Fuschlsee;R16;653
19.12.2024;Fuschlsee;R16;686
20.12.2024;Fuschlsee;R16;634
21.12.2024;Fuschlsee;R16;659
22.12.2024;Fuschlsee;R16;659
23.12.2024;Fuschlsee;R16;695
24.12.2024;Fuschlsee;R16;907
25.12.2024;Fuschlsee;R16;876
26.12.2024;Fuschlsee;R16;891
27.12.2024;Fuschlsee;R16;998
28.12.2024;Fuschlsee;R16;1118
29.12.2024;Fuschlsee;R16;1127
30.12.2024;Fuschlsee;R16;1145
31.12.2024;Fuschlsee;R16;1145
01.01.2022;Gasteinertal;R17;10982
02.01.2022;Gasteinertal;R17;9435
03.01.2022;Gasteinertal;R17;9512
04.01.2022;Gasteinertal;R17;9325
05.01.2022;Gasteinertal;R17;9501
06.01.2022;Gasteinertal;R17;9624
07.01.2022;Gasteinertal;R17;8448
08.01.2022;Gasteinertal;R17;5657
09.01.2022;Gasteinertal;R17;3351
10.01.2022;Gasteinertal;R17;3165
11.01.2022;Gasteinertal;R17;2836
12.01.2022;Gasteinertal;R17;3129
13.01.2022;Gasteinertal;R17;3757
14.01.2022;Gasteinertal;R17;4481
15.01.2022;Gasteinertal;R17;4931
16.01.2022;Gasteinertal;R17;3674
17.01.2022;Gasteinertal;R17;3521
18.01.2022;Gasteinertal;R17;3622
19.01.2022;Gasteinertal;R17;3650
20.01.2022;Gasteinertal;R17;3996
21.01.2022;Gasteinertal;R17;4075
22.01.2022;Gasteinertal;R17;4849
23.01.2022;Gasteinertal;R17;4266
24.01.2022;Gasteinertal;R17;4317
25.01.2022;Gasteinertal;R17;4061
26.01.2022;Gasteinertal;R17;4571
27.01.2022;Gasteinertal;R17;5026
28.01.2022;Gasteinertal;R17;5793
29.01.2022;Gasteinertal;R17;6258
30.01.2022;Gasteinertal;R17;5077
31.01.2022;Gasteinertal;R17;4990
01.02.2022;Gasteinertal;R17;5786
02.02.2022;Gasteinertal;R17;6030
03.02.2022;Gasteinertal;R17;7207
04.02.2022;Gasteinertal;R17;7771
05.02.2022;Gasteinertal;R17;7339
06.02.2022;Gasteinertal;R17;5857
07.02.2022;Gasteinertal;R17;5963
08.02.2022;Gasteinertal;R17;6185
09.02.2022;Gasteinertal;R17;6459
10.02.2022;Gasteinertal;R17;6607
11.02.2022;Gasteinertal;R17;7391
12.02.2022;Gasteinertal;R17;9705
13.02.2022;Gasteinertal;R17;8480
14.02.2022;Gasteinertal;R17;8457
15.02.2022;Gasteinertal;R17;8650
16.02.2022;Gasteinertal;R17;8906
17.02.2022;Gasteinertal;R17;9319
18.02.2022;Gasteinertal;R17;9077
19.02.2022;Gasteinertal;R17;9156
20.02.2022;Gasteinertal;R17;8887
21.02.2022;Gasteinertal;R17;9534
22.02.2022;Gasteinertal;R17;9407
23.02.2022;Gasteinertal;R17;9341
24.02.2022;Gasteinertal;R17;9962
25.02.2022;Gasteinertal;R17;10265
26.02.2022;Gasteinertal;R17;11357
27.02.2022;Gasteinertal;R17;11408
28.02.2022;Gasteinertal;R17;11331
01.03.2022;Gasteinertal;R17;10943
02.03.2022;Gasteinertal;R17;11319
03.03.2022;Gasteinertal;R17;11492
04.03.2022;Gasteinertal;R17;11019
05.03.2022;Gasteinertal;R17;9594
06.03.2022;Gasteinertal;R17;7894
07.03.2022;Gasteinertal;R17;8213
08.03.2022;Gasteinertal;R17;8211
09.03.2022;Gasteinertal;R17;8380
10.03.2022;Gasteinertal;R17;8952
11.03.2022;Gasteinertal;R17;9519
12.03.2022;Gasteinertal;R17;8424
13.03.2022;Gasteinertal;R17;6208
14.03.2022;Gasteinertal;R17;5512
15.03.2022;Gasteinertal;R17;5431
16.03.2022;Gasteinertal;R17;5563
17.03.2022;Gasteinertal;R17;5935
18.03.2022;Gasteinertal;R17;6811
19.03.2022;Gasteinertal;R17;5904
20.03.2022;Gasteinertal;R17;3930
21.03.2022;Gasteinertal;R17;3729
22.03.2022;Gasteinertal;R17;3475
23.03.2022;Gasteinertal;R17;3813
24.03.2022;Gasteinertal;R17;4544
25.03.2022;Gasteinertal;R17;5195
26.03.2022;Gasteinertal;R17;3908
27.03.2022;Gasteinertal;R17;2528
28.03.2022;Gasteinertal;R17;2388
29.03.2022;Gasteinertal;R17;2048
30.03.2022;Gasteinertal;R17;2011
31.03.2022;Gasteinertal;R17;2260
01.04.2022;Gasteinertal;R17;2745
02.04.2022;Gasteinertal;R17;3082
03.04.2022;Gasteinertal;R17;2317
04.04.2022;Gasteinertal;R17;2330
05.04.2022;Gasteinertal;R17;2392
06.04.2022;Gasteinertal;R17;2457
07.04.2022;Gasteinertal;R17;2483
08.04.2022;Gasteinertal;R17;2711
09.04.2022;Gasteinertal;R17;4125
10.04.2022;Gasteinertal;R17;4049
11.04.2022;Gasteinertal;R17;4099
12.04.2022;Gasteinertal;R17;4009
13.04.2022;Gasteinertal;R17;4557
14.04.2022;Gasteinertal;R17;5396
15.04.2022;Gasteinertal;R17;5823
16.04.2022;Gasteinertal;R17;5068
17.04.2022;Gasteinertal;R17;4053
18.04.2022;Gasteinertal;R17;2326
19.04.2022;Gasteinertal;R17;2031
20.04.2022;Gasteinertal;R17;1889
21.04.2022;Gasteinertal;R17;1839
22.04.2022;Gasteinertal;R17;1448
23.04.2022;Gasteinertal;R17;978
24.04.2022;Gasteinertal;R17;717
25.04.2022;Gasteinertal;R17;777
26.04.2022;Gasteinertal;R17;759
27.04.2022;Gasteinertal;R17;745
28.04.2022;Gasteinertal;R17;855
29.04.2022;Gasteinertal;R17;934
30.04.2022;Gasteinertal;R17;1049
01.05.2022;Gasteinertal;R17;1577
02.05.2022;Gasteinertal;R17;1688
03.05.2022;Gasteinertal;R17;1550
04.05.2022;Gasteinertal;R17;1320
05.05.2022;Gasteinertal;R17;1420
06.05.2022;Gasteinertal;R17;1541
07.05.2022;Gasteinertal;R17;1707
08.05.2022;Gasteinertal;R17;1499
09.05.2022;Gasteinertal;R17;1599
10.05.2022;Gasteinertal;R17;1466
11.05.2022;Gasteinertal;R17;1434
12.05.2022;Gasteinertal;R17;1596
13.05.2022;Gasteinertal;R17;1865
14.05.2022;Gasteinertal;R17;1872
15.05.2022;Gasteinertal;R17;1819
16.05.2022;Gasteinertal;R17;1660
17.05.2022;Gasteinertal;R17;1609
18.05.2022;Gasteinertal;R17;1782
19.05.2022;Gasteinertal;R17;1548
20.05.2022;Gasteinertal;R17;2121
21.05.2022;Gasteinertal;R17;2306
22.05.2022;Gasteinertal;R17;2419
23.05.2022;Gasteinertal;R17;2596
24.05.2022;Gasteinertal;R17;2610
25.05.2022;Gasteinertal;R17;3215
26.05.2022;Gasteinertal;R17;4474
27.05.2022;Gasteinertal;R17;4808
28.05.2022;Gasteinertal;R17;4045
29.05.2022;Gasteinertal;R17;2965
30.05.2022;Gasteinertal;R17;3034
31.05.2022;Gasteinertal;R17;3022
01.06.2022;Gasteinertal;R17;2799
02.06.2022;Gasteinertal;R17;2888
03.06.2022;Gasteinertal;R17;3390
04.06.2022;Gasteinertal;R17;4329
05.06.2022;Gasteinertal;R17;4333
06.06.2022;Gasteinertal;R17;3941
07.06.2022;Gasteinertal;R17;3906
08.06.2022;Gasteinertal;R17;4015
09.06.2022;Gasteinertal;R17;4108
10.06.2022;Gasteinertal;R17;4212
11.06.2022;Gasteinertal;R17;4325
12.06.2022;Gasteinertal;R17;4139
13.06.2022;Gasteinertal;R17;4142
14.06.2022;Gasteinertal;R17;4242
15.06.2022;Gasteinertal;R17;4786
16.06.2022;Gasteinertal;R17;5283
17.06.2022;Gasteinertal;R17;5739
18.06.2022;Gasteinertal;R17;5874
19.06.2022;Gasteinertal;R17;3240
20.06.2022;Gasteinertal;R17;3816
21.06.2022;Gasteinertal;R17;3722
22.06.2022;Gasteinertal;R17;3893
23.06.2022;Gasteinertal;R17;3823
24.06.2022;Gasteinertal;R17;3790
25.06.2022;Gasteinertal;R17;3845
26.06.2022;Gasteinertal;R17;3700
27.06.2022;Gasteinertal;R17;3848
28.06.2022;Gasteinertal;R17;3924
29.06.2022;Gasteinertal;R17;3901
30.06.2022;Gasteinertal;R17;4301
01.07.2022;Gasteinertal;R17;4648
02.07.2022;Gasteinertal;R17;4976
03.07.2022;Gasteinertal;R17;4817
04.07.2022;Gasteinertal;R17;5062
05.07.2022;Gasteinertal;R17;5112
06.07.2022;Gasteinertal;R17;4725
07.07.2022;Gasteinertal;R17;4427
08.07.2022;Gasteinertal;R17;4777
09.07.2022;Gasteinertal;R17;4820
10.07.2022;Gasteinertal;R17;4686
11.07.2022;Gasteinertal;R17;4820
12.07.2022;Gasteinertal;R17;5222
13.07.2022;Gasteinertal;R17;5059
14.07.2022;Gasteinertal;R17;5047
15.07.2022;Gasteinertal;R17;5402
16.07.2022;Gasteinertal;R17;6238
17.07.2022;Gasteinertal;R17;6401
18.07.2022;Gasteinertal;R17;7009
19.07.2022;Gasteinertal;R17;7114
20.07.2022;Gasteinertal;R17;6339
21.07.2022;Gasteinertal;R17;6558
22.07.2022;Gasteinertal;R17;6950
23.07.2022;Gasteinertal;R17;7400
24.07.2022;Gasteinertal;R17;7727
25.07.2022;Gasteinertal;R17;8304
26.07.2022;Gasteinertal;R17;8194
27.07.2022;Gasteinertal;R17;8724
28.07.2022;Gasteinertal;R17;7999
29.07.2022;Gasteinertal;R17;8734
30.07.2022;Gasteinertal;R17;8882
31.07.2022;Gasteinertal;R17;8934
01.08.2022;Gasteinertal;R17;8564
02.08.2022;Gasteinertal;R17;8983
03.08.2022;Gasteinertal;R17;8763
04.08.2022;Gasteinertal;R17;7972
05.08.2022;Gasteinertal;R17;7582
06.08.2022;Gasteinertal;R17;8002
07.08.2022;Gasteinertal;R17;8119
08.08.2022;Gasteinertal;R17;9040
09.08.2022;Gasteinertal;R17;8893
10.08.2022;Gasteinertal;R17;8631
11.08.2022;Gasteinertal;R17;8887
12.08.2022;Gasteinertal;R17;8826
13.08.2022;Gasteinertal;R17;9279
14.08.2022;Gasteinertal;R17;8889
15.08.2022;Gasteinertal;R17;8398
16.08.2022;Gasteinertal;R17;8699
17.08.2022;Gasteinertal;R17;8584
18.08.2022;Gasteinertal;R17;8115
19.08.2022;Gasteinertal;R17;7211
20.08.2022;Gasteinertal;R17;6464
21.08.2022;Gasteinertal;R17;6245
22.08.2022;Gasteinertal;R17;6566
23.08.2022;Gasteinertal;R17;6870
24.08.2022;Gasteinertal;R17;6643
25.08.2022;Gasteinertal;R17;6931
26.08.2022;Gasteinertal;R17;6550
27.08.2022;Gasteinertal;R17;5798
28.08.2022;Gasteinertal;R17;5291
29.08.2022;Gasteinertal;R17;5038
30.08.2022;Gasteinertal;R17;5165
31.08.2022;Gasteinertal;R17;5485
01.09.2022;Gasteinertal;R17;5624
02.09.2022;Gasteinertal;R17;5273
03.09.2022;Gasteinertal;R17;4902
04.09.2022;Gasteinertal;R17;4186
05.09.2022;Gasteinertal;R17;4335
06.09.2022;Gasteinertal;R17;4257
07.09.2022;Gasteinertal;R17;4397
08.09.2022;Gasteinertal;R17;4635
09.09.2022;Gasteinertal;R17;5243
10.09.2022;Gasteinertal;R17;5279
11.09.2022;Gasteinertal;R17;3840
12.09.2022;Gasteinertal;R17;4042
13.09.2022;Gasteinertal;R17;4167
14.09.2022;Gasteinertal;R17;5400
15.09.2022;Gasteinertal;R17;8725
16.09.2022;Gasteinertal;R17;5303
17.09.2022;Gasteinertal;R17;3951
18.09.2022;Gasteinertal;R17;3149
19.09.2022;Gasteinertal;R17;3314
20.09.2022;Gasteinertal;R17;3681
21.09.2022;Gasteinertal;R17;4137
22.09.2022;Gasteinertal;R17;4061
23.09.2022;Gasteinertal;R17;4132
24.09.2022;Gasteinertal;R17;3760
25.09.2022;Gasteinertal;R17;3066
26.09.2022;Gasteinertal;R17;3236
27.09.2022;Gasteinertal;R17;3354
28.09.2022;Gasteinertal;R17;3324
29.09.2022;Gasteinertal;R17;4002
30.09.2022;Gasteinertal;R17;8935
01.10.2022;Gasteinertal;R17;15136
02.10.2022;Gasteinertal;R17;6195
03.10.2022;Gasteinertal;R17;3804
04.10.2022;Gasteinertal;R17;3449
05.10.2022;Gasteinertal;R17;3695
06.10.2022;Gasteinertal;R17;3513
07.10.2022;Gasteinertal;R17;3651
08.10.2022;Gasteinertal;R17;3302
09.10.2022;Gasteinertal;R17;2577
10.10.2022;Gasteinertal;R17;2462
11.10.2022;Gasteinertal;R17;2107
12.10.2022;Gasteinertal;R17;2431
13.10.2022;Gasteinertal;R17;2411
14.10.2022;Gasteinertal;R17;2821
15.10.2022;Gasteinertal;R17;2943
16.10.2022;Gasteinertal;R17;2426
17.10.2022;Gasteinertal;R17;2431
18.10.2022;Gasteinertal;R17;2510
19.10.2022;Gasteinertal;R17;2388
20.10.2022;Gasteinertal;R17;1230
21.10.2022;Gasteinertal;R17;2542
22.10.2022;Gasteinertal;R17;3064
23.10.2022;Gasteinertal;R17;2459
24.10.2022;Gasteinertal;R17;2748
25.10.2022;Gasteinertal;R17;2757
26.10.2022;Gasteinertal;R17;3246
27.10.2022;Gasteinertal;R17;3748
28.10.2022;Gasteinertal;R17;4205
29.10.2022;Gasteinertal;R17;4803
30.10.2022;Gasteinertal;R17;3988
31.10.2022;Gasteinertal;R17;3107
01.11.2022;Gasteinertal;R17;2589
02.11.2022;Gasteinertal;R17;2418
03.11.2022;Gasteinertal;R17;2438
04.11.2022;Gasteinertal;R17;2348
05.11.2022;Gasteinertal;R17;1449
06.11.2022;Gasteinertal;R17;927
07.11.2022;Gasteinertal;R17;920
08.11.2022;Gasteinertal;R17;855
09.11.2022;Gasteinertal;R17;572
10.11.2022;Gasteinertal;R17;649
11.11.2022;Gasteinertal;R17;1026
12.11.2022;Gasteinertal;R17;1048
13.11.2022;Gasteinertal;R17;703
14.11.2022;Gasteinertal;R17;787
15.11.2022;Gasteinertal;R17;724
16.11.2022;Gasteinertal;R17;900
17.11.2022;Gasteinertal;R17;1045
18.11.2022;Gasteinertal;R17;1532
19.11.2022;Gasteinertal;R17;1192
20.11.2022;Gasteinertal;R17;999
21.11.2022;Gasteinertal;R17;1080
22.11.2022;Gasteinertal;R17;1076
23.11.2022;Gasteinertal;R17;1145
24.11.2022;Gasteinertal;R17;1153
25.11.2022;Gasteinertal;R17;1332
26.11.2022;Gasteinertal;R17;1356
27.11.2022;Gasteinertal;R17;1077
28.11.2022;Gasteinertal;R17;1107
29.11.2022;Gasteinertal;R17;1138
30.11.2022;Gasteinertal;R17;1302
01.12.2022;Gasteinertal;R17;953
02.12.2022;Gasteinertal;R17;1215
03.12.2022;Gasteinertal;R17;1461
04.12.2022;Gasteinertal;R17;1275
05.12.2022;Gasteinertal;R17;1642
06.12.2022;Gasteinertal;R17;1582
07.12.2022;Gasteinertal;R17;1430
08.12.2022;Gasteinertal;R17;2640
09.12.2022;Gasteinertal;R17;3218
10.12.2022;Gasteinertal;R17;3153
11.12.2022;Gasteinertal;R17;1627
12.12.2022;Gasteinertal;R17;1631
13.12.2022;Gasteinertal;R17;1432
14.12.2022;Gasteinertal;R17;1577
15.12.2022;Gasteinertal;R17;2221
16.12.2022;Gasteinertal;R17;3231
17.12.2022;Gasteinertal;R17;3695
18.12.2022;Gasteinertal;R17;2756
19.12.2022;Gasteinertal;R17;2817
20.12.2022;Gasteinertal;R17;2738
21.12.2022;Gasteinertal;R17;3062
22.12.2022;Gasteinertal;R17;3569
23.12.2022;Gasteinertal;R17;5110
24.12.2022;Gasteinertal;R17;6662
25.12.2022;Gasteinertal;R17;8233
26.12.2022;Gasteinertal;R17;10707
27.12.2022;Gasteinertal;R17;12549
28.12.2022;Gasteinertal;R17;13562
29.12.2022;Gasteinertal;R17;13577
30.12.2022;Gasteinertal;R17;13328
31.12.2022;Gasteinertal;R17;13502
01.01.2023;Gasteinertal;R17;13362
02.01.2023;Gasteinertal;R17;13105
03.01.2023;Gasteinertal;R17;13291
04.01.2023;Gasteinertal;R17;12421
05.01.2023;Gasteinertal;R17;12082
06.01.2023;Gasteinertal;R17;10234
07.01.2023;Gasteinertal;R17;6717
08.01.2023;Gasteinertal;R17;4437
09.01.2023;Gasteinertal;R17;4556
10.01.2023;Gasteinertal;R17;4635
11.01.2023;Gasteinertal;R17;4924
12.01.2023;Gasteinertal;R17;5640
13.01.2023;Gasteinertal;R17;6758
14.01.2023;Gasteinertal;R17;7200
15.01.2023;Gasteinertal;R17;6178
16.01.2023;Gasteinertal;R17;6225
17.01.2023;Gasteinertal;R17;5387
18.01.2023;Gasteinertal;R17;5843
19.01.2023;Gasteinertal;R17;6802
20.01.2023;Gasteinertal;R17;7488
21.01.2023;Gasteinertal;R17;8720
22.01.2023;Gasteinertal;R17;7086
23.01.2023;Gasteinertal;R17;7250
24.01.2023;Gasteinertal;R17;7493
25.01.2023;Gasteinertal;R17;7686
26.01.2023;Gasteinertal;R17;8332
27.01.2023;Gasteinertal;R17;8933
28.01.2023;Gasteinertal;R17;10359
29.01.2023;Gasteinertal;R17;8803
30.01.2023;Gasteinertal;R17;8206
31.01.2023;Gasteinertal;R17;8353
01.02.2023;Gasteinertal;R17;8832
02.02.2023;Gasteinertal;R17;9806
03.02.2023;Gasteinertal;R17;9342
04.02.2023;Gasteinertal;R17;9213
05.02.2023;Gasteinertal;R17;8494
06.02.2023;Gasteinertal;R17;8718
07.02.2023;Gasteinertal;R17;8865
08.02.2023;Gasteinertal;R17;8984
09.02.2023;Gasteinertal;R17;9703
10.02.2023;Gasteinertal;R17;10934
11.02.2023;Gasteinertal;R17;12698
12.02.2023;Gasteinertal;R17;11983
13.02.2023;Gasteinertal;R17;12523
14.02.2023;Gasteinertal;R17;12416
15.02.2023;Gasteinertal;R17;12544
16.02.2023;Gasteinertal;R17;12244
17.02.2023;Gasteinertal;R17;11582
18.02.2023;Gasteinertal;R17;11796
19.02.2023;Gasteinertal;R17;12811
20.02.2023;Gasteinertal;R17;13328
